Type,City Name,County Name,Old Rate,New Rate,Effective Date,Report Month,Report Year,Report Period Type
City List,Panorama Village,Montgomery,1.250,2.000,04/01/2018,1,2019,MONTHLY
City List,Argyle,Denton,1.750,1.750,10/01/2018,1,2019,MONTHLY
City List,Rule,Haskell,1.000,2.000,10/01/2018,1,2019,MONTHLY
City List,Brock,Parker,0.000,1.500,04/01/2018,1,2019,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.250,0.500,10/01/2018,1,2019,MONTHLY
City List,Crystal City,Zavala,1.750,2.000,10/01/2018,1,2019,MONTHLY
City List,Hickory Creek,Denton,1.750,2.000,10/01/2018,1,2019,MONTHLY
City List,Boyd,Wise,1.500,1.000,10/01/2018,1,2019,MONTHLY
City List,Buffalo Gap,Taylor,1.750,2.000,10/01/2018,1,2019,MONTHLY
City List,Coupland,Williamson,1.250,2.000,04/01/2018,1,2019,MONTHLY
SPD List,Ft Bend Co Asst Dis 10,,0.000,2.000,10/01/2018,1,2019,MONTHLY
City List,Sweetwater,Nolan,2.000,1.500,01/01/2019,1,2019,MONTHLY
City List,Brady,McCulloch,1.250,1.250,10/01/2018,1,2019,MONTHLY
City List,Hutto,Williamson,2.000,2.000,04/01/2018,1,2019,MONTHLY
SPD List,Montgomery Co ESD 1-B,,0.000,1.000,04/01/2018,1,2019,MONTHLY
City List,McLean,Gray,1.500,2.000,10/01/2017,6,2018,MONTHLY
City List,Alamo Heights,Bexar,1.250,1.500,10/01/2017,6,2018,MONTHLY
SPD List,Tyler Co ESD 2,,0.000,1.500,04/01/2017,6,2018,MONTHLY
City List,Coupland,Williamson,1.250,2.000,04/01/2018,6,2018,MONTHLY
City List,Hutto,Williamson,2.000,2.000,04/01/2018,6,2018,MONTHLY
SPD List,Ft Bend Co ESD 7,,0.000,0.500,10/01/2017,6,2018,MONTHLY
SPD List,Caldwell Co ESD 2,,0.000,1.500,10/01/2017,6,2018,MONTHLY
City List,New Boston,Bowie,1.500,1.500,04/01/2018,6,2018,MONTHLY
SPD List,Parker Co ESD 1,,0.000,0.500,10/01/2017,6,2018,MONTHLY
City List,Odem,San Patricio,1.750,2.000,10/01/2017,6,2018,MONTHLY
City List,Big Sandy,Upshur,1.500,1.250,01/01/2018,6,2018,MONTHLY
City List,El Cenizo,Webb,1.000,1.500,04/01/2017,6,2018,MONTHLY
SPD List,Hill Co ESD 2,,0.000,0.500,07/01/2017,6,2018,MONTHLY
City List,Higgins,Lipscomb,2.000,2.000,04/01/2017,6,2018,MONTHLY
City List,East Bernard,Wharton,1.250,1.500,10/01/2017,6,2018,MONTHLY
SPD List,Williamson Co ESD 5,,0.000,2.000,04/01/2017,6,2018,MONTHLY
City List,McLendon Chisholm,Rockwall,1.500,2.000,10/01/2017,6,2018,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,6,2018,MONTHLY
City List,Newark,Wise,1.500,1.000,10/01/2017,6,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1,,0.000,0.500,04/01/2018,6,2018,MONTHLY
City List,Oak Ridge,Kaufman,0.000,2.000,04/01/2018,6,2018,MONTHLY
City List,Venus,Johnson,1.750,2.000,10/01/2017,6,2018,MONTHLY
City List,Village Of The Hills,Travis,0.750,0.750,04/01/2018,6,2018,MONTHLY
City List,Streetman,Freestone,1.000,1.500,04/01/2017,6,2018,MONTHLY
SPD List,Travis Co ESD 9,,0.000,1.500,10/01/2017,6,2018,MONTHLY
City List,La Villa,Hidalgo,1.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Corpus Christi,Nueces,1.375,1.375,04/01/2018,6,2018,MONTHLY
City List,Leon Valley,Bexar,1.375,1.375,07/01/2017,6,2018,MONTHLY
City List,Lavon,Collin,1.750,2.000,10/01/2017,6,2018,MONTHLY
City List,Stratford,Sherman,1.500,2.000,04/01/2018,6,2018,MONTHLY
SPD List,Cass Co ESD 2,,0.000,0.250,10/01/2017,6,2018,MONTHLY
SPD List,Montgomery Co ESD 1-A,,0.000,0.500,04/01/2018,6,2018,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,6,2018,MONTHLY
SPD List,Bexar Co ESD 5,,0.000,1.500,10/01/2017,6,2018,MONTHLY
City List,Scurry,Kaufman,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,6,2018,MONTHLY
City List,Ivanhoe,Tyler,1.250,1.500,04/01/2017,6,2018,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,6,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 9,,0.000,1.000,10/01/2017,6,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1-A,,0.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Stockdale,Wilson,1.750,2.000,10/01/2017,6,2018,MONTHLY
City List,Devers,Liberty,1.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Kingsbury,Guadalupe,0.000,1.500,04/01/2017,6,2018,MONTHLY
City List,Rice,Navarro,1.250,1.500,01/01/2018,6,2018,MONTHLY
City List,Garrett,Ellis,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Travis Co ESD 14,,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Big Sandy Mun Dev Dist,,0.000,0.250,01/01/2018,6,2018,MONTHLY
SPD List,Newark Mun Dev Dist,,0.000,0.500,10/01/2017,6,2018,MONTHLY
City List,Mart,McLennan,1.250,1.000,10/01/2017,6,2018,MONTHLY
SPD List,Hughes Spgs Mun Dev Dist,,0.000,0.500,04/01/2017,6,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 8,,0.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 7,,0.000,2.000,10/01/2017,6,2018,MONTHLY
City List,Lake Worth,Tarrant,1.750,1.750,04/01/2018,6,2018,MONTHLY
SPD List,Montgomery Co ESD 1-B,,0.000,1.000,04/01/2018,6,2018,MONTHLY
City List,Leonard,Fannin,1.500,1.500,10/01/2017,6,2018,MONTHLY
City List,Brock,Parker,0.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,6,2018,MONTHLY
City List,Sour Lake,Hardin,2.000,2.000,04/01/2018,6,2018,MONTHLY
City List,Pleak,Fort Bend,1.750,2.000,10/01/2017,6,2018,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,6,2018,MONTHLY
City List,Palm Valley,Cameron,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Hays Co ESD 6,,0.000,0.250,10/01/2017,6,2018,MONTHLY
City List,Midland,Midland,1.500,1.250,10/01/2017,6,2018,MONTHLY
County List,Armstrong,,0.000,0.500,10/01/2017,6,2018,MONTHLY
SPD List,Caldwell Co ESD 4,,0.000,1.500,10/01/2017,6,2018,MONTHLY
City List,Dennis,Parker,0.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,6,2018,MONTHLY
City List,Rocksprings,Edwards,1.500,1.750,10/01/2017,6,2018,MONTHLY
City List,Brock West,Parker,0.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Panorama Village,Montgomery,1.250,2.000,04/01/2018,6,2018,MONTHLY
SPD List,Sachse Mun Dev Dist,,0.000,0.250,04/01/2018,6,2018,MONTHLY
City List,Campbell,Hunt,1.250,1.000,10/01/2017,6,2018,MONTHLY
City List,Arp,Smith,1.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Lakewood Village,Denton,1.500,1.500,10/01/2017,6,2018,MONTHLY
SPD List,Sunset Valley Crm Cont,,0.000,0.125,04/01/2017,6,2018,MONTHLY
City List,Grandfalls,Ward,1.500,1.000,10/01/2017,6,2018,MONTHLY
City List,Saint Paul,Collin,1.000,2.000,10/01/2017,6,2018,MONTHLY
City List,Trent,Taylor,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Potter Co Asst Dist 1,,0.000,2.000,04/01/2018,6,2018,MONTHLY
City List,Kirbyville,Jasper,1.250,2.000,04/01/2018,6,2018,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,6,2018,MONTHLY
City List,Gustine,Comanche,1.000,1.500,04/01/2017,6,2018,MONTHLY
SPD List,Westwood Mag Imp Dis A,,0.000,1.000,04/01/2018,6,2018,MONTHLY
SPD List,Bexar Co ESD 2,,0.000,1.500,10/01/2017,6,2018,MONTHLY
SPD List,Bexar Co ESD 6,,0.000,1.500,10/01/2017,6,2018,MONTHLY
City List,Volente,Travis,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Walker Co ESD 1,,0.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Estelline,Hall,1.250,1.000,10/01/2017,6,2018,MONTHLY
City List,Darrouzett,Lipscomb,1.000,1.500,04/01/2018,6,2018,MONTHLY
City List,Ropesville,Hockley,1.500,2.000,10/01/2017,6,2018,MONTHLY
City List,Sunray,Moore,1.000,2.000,10/01/2017,6,2018,MONTHLY
SPD List,Ft Bend Co MMD 1,,0.000,1.000,04/01/2018,6,2018,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,6,2018,MONTHLY
City List,Kirbyville,Jasper,1.250,2.000,04/01/2018,1,2019,MONTHLY
City List,Corpus Christi,Nueces,1.375,1.375,04/01/2018,1,2019,MONTHLY
City List,Palestine,Anderson,1.500,1.500,10/01/2018,1,2019,MONTHLY
SPD List,Crosswinds at SL Imp Dist,,0.000,1.500,07/01/2018,1,2019,MONTHLY
City List,Brock West,Parker,0.000,1.500,04/01/2018,1,2019,MONTHLY
SPD List,Jasper Co ESD 1,,0.000,2.000,10/01/2018,1,2019,MONTHLY
City List,Prosper,Collin,2.000,1.500,10/01/2018,1,2019,MONTHLY
City List,Childress,Childress,1.500,1.000,01/01/2019,1,2019,MONTHLY
SPD List,Palo Pinto Co ESD 1,,0.000,0.500,04/01/2018,1,2019,MONTHLY
City List,Cross Roads,Denton,1.750,1.750,10/01/2018,1,2019,MONTHLY
City List,Dalworthington Gardens,Tarrant,1.500,1.500,10/01/2018,1,2019,MONTHLY
SPD List,Sachse Mun Dev Dist,,0.000,0.250,04/01/2018,1,2019,MONTHLY
SPD List,Bexar Co ESD 10,,0.000,1.500,10/01/2018,1,2019,MONTHLY
City List,Arp,Smith,1.000,1.500,04/01/2018,1,2019,MONTHLY
City List,Stratford,Sherman,1.500,2.000,04/01/2018,1,2019,MONTHLY
City List,Winona,Smith,1.500,1.250,10/01/2018,1,2019,MONTHLY
SPD List,Potter Co Asst Dist 1,,0.000,2.000,04/01/2018,1,2019,MONTHLY
SPD List,Westwood Mag Imp Dis A,,0.000,1.000,04/01/2018,1,2019,MONTHLY
City List,Dennis,Parker,0.000,1.500,04/01/2018,1,2019,MONTHLY
SPD List,Prosper Crime Control,,0.000,0.250,10/01/2018,1,2019,MONTHLY
City List,Knox City,Knox,2.000,2.000,01/01/2019,1,2019,MONTHLY
City List,Lowry Crossing,Collin,1.750,1.500,07/01/2018,1,2019,MONTHLY
City List,Peaster,Parker,0.000,1.000,10/01/2018,1,2019,MONTHLY
City List,Rice,Navarro,1.250,1.500,01/01/2018,1,2019,MONTHLY
SPD List,Ft Bend Co MMD 1,,0.000,1.000,04/01/2018,1,2019,MONTHLY
City List,Garrett,Ellis,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Darrouzett,Lipscomb,1.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Kirbyville,Jasper,1.250,2.000,04/01/2018,7,2018,MONTHLY
City List,Leon Valley,Bexar,1.375,1.375,07/01/2017,7,2018,MONTHLY
City List,Venus,Johnson,1.750,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Walker Co ESD 1,,0.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,7,2018,MONTHLY
City List,Leonard,Fannin,1.500,1.500,10/01/2017,7,2018,MONTHLY
City List,Mart,McLennan,1.250,1.000,10/01/2017,7,2018,MONTHLY
City List,East Bernard,Wharton,1.250,1.500,10/01/2017,7,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 8,,0.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Volente,Travis,1.000,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Sachse Mun Dev Dist,,0.000,0.250,04/01/2018,7,2018,MONTHLY
SPD List,Caldwell Co ESD 2,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Sour Lake,Hardin,2.000,2.000,04/01/2018,7,2018,MONTHLY
SPD List,Crosswinds at SL Imp Dist,,0.000,1.500,07/01/2018,7,2018,MONTHLY
City List,Hutto,Williamson,2.000,2.000,04/01/2018,7,2018,MONTHLY
SPD List,Hill Co ESD 2,,0.000,0.500,07/01/2017,7,2018,MONTHLY
County List,Armstrong,,0.000,0.500,10/01/2017,7,2018,MONTHLY
SPD List,Cass Co ESD 2,,0.000,0.250,10/01/2017,7,2018,MONTHLY
City List,Stockdale,Wilson,1.750,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Ft Bend Co MMD 1,,0.000,1.000,04/01/2018,7,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 9,,0.000,1.000,10/01/2017,7,2018,MONTHLY
City List,Scurry,Kaufman,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Hooks,Bowie,1.500,1.500,07/01/2018,7,2018,MONTHLY
SPD List,Bexar Co ESD 2,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Corpus Christi,Nueces,1.375,1.375,04/01/2018,7,2018,MONTHLY
SPD List,Parker Co ESD 1,,0.000,0.500,10/01/2017,7,2018,MONTHLY
City List,Brock West,Parker,0.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Devers,Liberty,1.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Panorama Village,Montgomery,1.250,2.000,04/01/2018,7,2018,MONTHLY
City List,McLean,Gray,1.500,2.000,10/01/2017,7,2018,MONTHLY
City List,Arp,Smith,1.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Newark,Wise,1.500,1.000,10/01/2017,7,2018,MONTHLY
City List,Dennis,Parker,0.000,1.500,04/01/2018,7,2018,MONTHLY
SPD List,Bexar Co ESD 5,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Oak Ridge,Kaufman,0.000,2.000,04/01/2018,7,2018,MONTHLY
SPD List,Hays Co ESD 6,,0.000,0.250,10/01/2017,7,2018,MONTHLY
City List,Campbell,Hunt,1.250,1.000,10/01/2017,7,2018,MONTHLY
SPD List,Montgomery Co ESD 1-B,,0.000,1.000,04/01/2018,7,2018,MONTHLY
City List,New Boston,Bowie,1.500,1.500,04/01/2018,7,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 7,,0.000,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Travis Co ESD 9,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Rice,Navarro,1.250,1.500,01/01/2018,7,2018,MONTHLY
City List,Pleak,Fort Bend,1.750,2.000,10/01/2017,7,2018,MONTHLY
City List,Hickory Creek,Denton,2.000,1.750,07/01/2018,7,2018,MONTHLY
City List,Sunray,Moore,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Ropesville,Hockley,1.500,2.000,10/01/2017,7,2018,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,7,2018,MONTHLY
City List,Coupland,Williamson,1.250,2.000,04/01/2018,7,2018,MONTHLY
City List,La Villa,Hidalgo,1.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Village Of The Hills,Travis,0.750,0.750,04/01/2018,7,2018,MONTHLY
City List,Rocksprings,Edwards,1.500,1.750,10/01/2017,7,2018,MONTHLY
SPD List,Lowry Crossing Mun Dev Dist,,0.000,0.500,07/01/2018,7,2018,MONTHLY
City List,Estelline,Hall,1.250,1.000,10/01/2017,7,2018,MONTHLY
SPD List,Newark Mun Dev Dist,,0.000,0.500,10/01/2017,7,2018,MONTHLY
SPD List,Westwood Mag Imp Dis A,,0.000,1.000,04/01/2018,7,2018,MONTHLY
City List,Lowry Crossing,Collin,1.750,1.500,07/01/2018,7,2018,MONTHLY
SPD List,Potter Co Asst Dist 1,,0.000,2.000,04/01/2018,7,2018,MONTHLY
SPD List,Big Sandy Mun Dev Dist,,0.000,0.250,01/01/2018,7,2018,MONTHLY
City List,Trent,Taylor,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Lakewood Village,Denton,1.500,1.500,10/01/2017,7,2018,MONTHLY
City List,Big Sandy,Upshur,1.500,1.250,01/01/2018,7,2018,MONTHLY
SPD List,Caldwell Co ESD 4,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Lavon,Collin,1.750,2.000,10/01/2017,7,2018,MONTHLY
City List,Odem,San Patricio,1.750,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1,,0.000,0.500,04/01/2018,7,2018,MONTHLY
City List,McLendon Chisholm,Rockwall,1.500,2.000,10/01/2017,7,2018,MONTHLY
City List,Brock,Parker,0.000,1.500,04/01/2018,7,2018,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,7,2018,MONTHLY
City List,Palm Valley,Cameron,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Saint Paul,Collin,1.000,2.000,10/01/2017,7,2018,MONTHLY
SPD List,Ft Bend Co ESD 7,,0.000,0.500,10/01/2017,7,2018,MONTHLY
SPD List,Montgomery Co ESD 1-A,,0.000,0.500,04/01/2018,7,2018,MONTHLY
City List,Grandfalls,Ward,1.500,1.000,10/01/2017,7,2018,MONTHLY
City List,Lake Worth,Tarrant,1.750,1.750,04/01/2018,7,2018,MONTHLY
SPD List,Bexar Co ESD 6,,0.000,1.500,10/01/2017,7,2018,MONTHLY
City List,Stratford,Sherman,1.500,2.000,04/01/2018,7,2018,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,7,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1-A,,0.000,1.500,04/01/2018,7,2018,MONTHLY
City List,Alamo Heights,Bexar,1.250,1.500,10/01/2017,7,2018,MONTHLY
SPD List,Travis Co ESD 14,,1.000,2.000,10/01/2017,7,2018,MONTHLY
City List,Midland,Midland,1.500,1.250,10/01/2017,7,2018,MONTHLY
City List,Hickory Creek,Denton,2.000,1.750,07/01/2018,1,2019,MONTHLY
SPD List,Hays Co ESD 6-A,,0.000,0.750,10/01/2018,1,2019,MONTHLY
SPD List,Big Sandy Mun Dev Dist,,0.000,0.250,01/01/2018,1,2019,MONTHLY
City List,Sour Lake,Hardin,2.000,2.000,04/01/2018,1,2019,MONTHLY
SPD List,Sweetwater Mun Dev Dist,,0.000,0.500,01/01/2019,1,2019,MONTHLY
City List,Hooks,Bowie,1.500,1.500,07/01/2018,1,2019,MONTHLY
City List,Oak Ridge,Kaufman,0.000,2.000,04/01/2018,1,2019,MONTHLY
SPD List,Montgomery Co ESD 1-A,,0.000,0.500,04/01/2018,1,2019,MONTHLY
City List,Fruitvale,Van Zandt,0.000,2.000,10/01/2018,1,2019,MONTHLY
City List,La Villa,Hidalgo,1.000,1.500,04/01/2018,1,2019,MONTHLY
City List,Village Of The Hills,Travis,0.750,0.750,04/01/2018,1,2019,MONTHLY
SPD List,Boyd Mun Dev Dist,,0.000,0.500,10/01/2018,1,2019,MONTHLY
SPD List,Prosper Fire Control,,0.000,0.250,10/01/2018,1,2019,MONTHLY
City List,Yorktown,Dewitt,1.500,2.000,10/01/2018,1,2019,MONTHLY
City List,Fairchilds,Fort Bend,0.000,1.000,10/01/2018,1,2019,MONTHLY
SPD List,Childress Mun Dev Dist,,0.000,0.500,01/01/2019,1,2019,MONTHLY
City List,Saint Hedwig,Bexar,1.000,1.500,10/01/2018,1,2019,MONTHLY
City List,Lake Worth,Tarrant,1.750,1.750,04/01/2018,1,2019,MONTHLY
City List,Pecos,Reeves,1.500,1.500,10/01/2018,1,2019,MONTHLY
SPD List,N Hays Co ESD 1,,0.000,0.500,10/01/2018,1,2019,MONTHLY
SPD List,Walker Co ESD 1,,0.000,1.500,04/01/2018,1,2019,MONTHLY
City List,New Boston,Bowie,1.500,1.500,04/01/2018,1,2019,MONTHLY
SPD List,Palo Pinto Co ESD 1-A,,0.000,1.500,04/01/2018,1,2019,MONTHLY
City List,Sterling City,Sterling,1.500,2.000,10/01/2018,8,2019,MONTHLY
City List,Primera,Cameron,2.000,1.750,07/01/2019,8,2019,MONTHLY
City List,Justin,Denton,2.000,2.000,04/01/2019,8,2019,MONTHLY
SPD List,Hays Co ESD 6-A,,0.000,0.750,10/01/2018,8,2019,MONTHLY
SPD List,Henderson Co ESD 6,,0.000,1.750,04/01/2019,8,2019,MONTHLY
City List,Charlotte,Atascosa,1.000,1.500,07/01/2019,8,2019,MONTHLY
SPD List,Ector Co Asst Dist,,0.000,1.250,04/01/2019,8,2019,MONTHLY
SPD List,Jasper Co ESD 1,,0.000,2.000,10/01/2018,8,2019,MONTHLY
SPD List,Lowry Crossing Mun Dev Dist,,0.000,0.500,07/01/2018,8,2019,MONTHLY
City List,Sweetwater,Nolan,2.000,1.500,01/01/2019,8,2019,MONTHLY
City List,Argyle,Denton,1.750,1.750,10/01/2018,8,2019,MONTHLY
City List,Lowry Crossing,Collin,1.750,1.500,07/01/2018,8,2019,MONTHLY
City List,Village Of The Hills,Travis,0.750,0.750,04/01/2018,8,2018,MONTHLY
City List,Midland,Midland,1.500,1.250,10/01/2017,8,2018,MONTHLY
SPD List,Travis Co ESD 14,,1.000,2.000,10/01/2017,8,2018,MONTHLY
City List,Stratford,Sherman,1.500,2.000,04/01/2018,8,2018,MONTHLY
SPD List,Westwood Mag Imp Dis A,,0.000,1.000,04/01/2018,8,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1,,0.000,0.500,04/01/2018,8,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 8,,0.000,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Parker Co ESD 1,,0.000,0.500,10/01/2017,8,2018,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,8,2018,MONTHLY
SPD List,Potter Co Asst Dist 1,,0.000,2.000,04/01/2018,8,2018,MONTHLY
City List,Oak Ridge,Kaufman,0.000,2.000,04/01/2018,8,2018,MONTHLY
City List,Ropesville,Hockley,1.500,2.000,10/01/2017,8,2018,MONTHLY
City List,Saint Paul,Collin,1.000,2.000,10/01/2017,8,2018,MONTHLY
County List,Armstrong,,0.000,0.500,10/01/2017,8,2018,MONTHLY
City List,Trent,Taylor,1.000,2.000,10/01/2017,8,2018,MONTHLY
City List,La Villa,Hidalgo,1.000,1.500,04/01/2018,8,2018,MONTHLY
SPD List,Lowry Crossing Mun Dev Dist,,0.000,0.500,07/01/2018,8,2018,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,8,2018,MONTHLY
City List,Sour Lake,Hardin,2.000,2.000,04/01/2018,8,2018,MONTHLY
SPD List,Ft Bend Co MMD 1,,0.000,1.000,04/01/2018,8,2018,MONTHLY
City List,Garrett,Ellis,1.000,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Hays Co ESD 6,,0.000,0.250,10/01/2017,8,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 7,,0.000,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Crosswinds at SL Imp Dist,,0.000,1.500,07/01/2018,8,2018,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,8,2018,MONTHLY
SPD List,Big Sandy Mun Dev Dist,,0.000,0.250,01/01/2018,8,2018,MONTHLY
SPD List,Caldwell Co ESD 2,,0.000,1.500,10/01/2017,8,2018,MONTHLY
City List,Grandfalls,Ward,1.500,1.000,10/01/2017,8,2018,MONTHLY
SPD List,Montgomery Co ESD 1-B,,0.000,1.000,04/01/2018,8,2018,MONTHLY
City List,Rice,Navarro,1.250,1.500,01/01/2018,8,2018,MONTHLY
City List,Brock,Parker,0.000,1.500,04/01/2018,8,2018,MONTHLY
City List,Hutto,Williamson,2.000,2.000,04/01/2018,8,2018,MONTHLY
City List,Hickory Creek,Denton,2.000,1.750,07/01/2018,8,2018,MONTHLY
City List,Lakewood Village,Denton,1.500,1.500,10/01/2017,8,2018,MONTHLY
SPD List,Hill Co ESD 2,,0.000,0.500,07/01/2017,8,2018,MONTHLY
SPD List,Bexar Co ESD 5,,0.000,1.500,10/01/2017,8,2018,MONTHLY
City List,Panorama Village,Montgomery,1.250,2.000,04/01/2018,8,2018,MONTHLY
City List,Scurry,Kaufman,1.000,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,8,2018,MONTHLY
City List,McLean,Gray,1.500,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Newark Mun Dev Dist,,0.000,0.500,10/01/2017,8,2018,MONTHLY
City List,Lake Worth,Tarrant,1.750,1.750,04/01/2018,8,2018,MONTHLY
SPD List,Travis Co ESD 9,,0.000,1.500,10/01/2017,8,2018,MONTHLY
SPD List,Sachse Mun Dev Dist,,0.000,0.250,04/01/2018,8,2018,MONTHLY
City List,Leon Valley,Bexar,1.375,1.375,07/01/2017,8,2018,MONTHLY
City List,Corpus Christi,Nueces,1.375,1.375,04/01/2018,8,2018,MONTHLY
City List,Kirbyville,Jasper,1.250,2.000,04/01/2018,8,2018,MONTHLY
City List,Hooks,Bowie,1.500,1.500,07/01/2018,8,2018,MONTHLY
City List,New Boston,Bowie,1.500,1.500,04/01/2018,8,2018,MONTHLY
SPD List,Cass Co ESD 2,,0.000,0.250,10/01/2017,8,2018,MONTHLY
City List,Stockdale,Wilson,1.750,2.000,10/01/2017,8,2018,MONTHLY
City List,Lowry Crossing,Collin,1.750,1.500,07/01/2018,8,2018,MONTHLY
City List,Sunray,Moore,1.000,2.000,10/01/2017,8,2018,MONTHLY
City List,Devers,Liberty,1.000,1.500,04/01/2018,8,2018,MONTHLY
City List,Alamo Heights,Bexar,1.250,1.500,10/01/2017,8,2018,MONTHLY
City List,Rocksprings,Edwards,1.500,1.750,10/01/2017,8,2018,MONTHLY
City List,Brock West,Parker,0.000,1.500,04/01/2018,8,2018,MONTHLY
SPD List,Walker Co ESD 1,,0.000,1.500,04/01/2018,8,2018,MONTHLY
City List,Leonard,Fannin,1.500,1.500,10/01/2017,8,2018,MONTHLY
SPD List,Ft Bend Co ESD 7,,0.000,0.500,10/01/2017,8,2018,MONTHLY
City List,McLendon Chisholm,Rockwall,1.500,2.000,10/01/2017,8,2018,MONTHLY
City List,Volente,Travis,1.000,2.000,10/01/2017,8,2018,MONTHLY
City List,Lavon,Collin,1.750,2.000,10/01/2017,8,2018,MONTHLY
City List,Campbell,Hunt,1.250,1.000,10/01/2017,8,2018,MONTHLY
SPD List,Montgomery Co ESD 1-A,,0.000,0.500,04/01/2018,8,2018,MONTHLY
City List,Estelline,Hall,1.250,1.000,10/01/2017,8,2018,MONTHLY
City List,Palm Valley,Cameron,1.000,2.000,10/01/2017,8,2018,MONTHLY
SPD List,Palo Pinto Co ESD 1-A,,0.000,1.500,04/01/2018,8,2018,MONTHLY
SPD List,Bexar Co ESD 2,,0.000,1.500,10/01/2017,8,2018,MONTHLY
City List,Coupland,Williamson,1.250,2.000,04/01/2018,8,2018,MONTHLY
City List,East Bernard,Wharton,1.250,1.500,10/01/2017,8,2018,MONTHLY
City List,Darrouzett,Lipscomb,1.000,1.500,04/01/2018,8,2018,MONTHLY
SPD List,Ft Bend Co Asst Dist 9,,0.000,1.000,10/01/2017,8,2018,MONTHLY
